tree_name	euk_clade_rep	euk_clade_size	euk_scope_len
EP00154P004208	EP00267P022718	123	8
EP00154P004208	EP00267P022718	123	8
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_004353039.1	110	7
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004208	XP_008908646.1	215	10
EP00154P004915	EP00027P017049	20	12
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P007759	EP00153P004458	19	6
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008417	EP00863P007020	27	12
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P008504	EP00123P008369	123	13
EP00154P009063	EP00232P020359	17	10
EP00154P009063	EP00232P020359	17	10
EP00154P009063	EP00232P020359	17	10
EP00154P010341	EP00049P012247	8	5
EP00154P010341	EP00049P012247	8	5
EP00154P010341	EP00049P012247	8	5
EP00154P010341	EP00123P012849	166	14
EP00154P010341	EP00123P012849	166	14
EP00154P010341	EP00123P012849	166	14
EP00154P010341	EP00609P000302	16	2
EP00154P010341	EP00609P000302	16	2
EP00154P010341	EP00609P000302	16	2
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P000239	EP01027P018982	29	19
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P001814	XP_005706458.1	417	21
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P002043	EP00171P019440	40	14
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	EP00024P006000	20	2
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P003114	XP_007390340.1	254	17
EP00155P004100	EP00204P003632	7	2
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P000389	XP_009043332.1	26	15
EP00156P001242	EP00472P004992	32	13
EP00156P002291	EP00161P015278	12	10
EP00156P002510	EP00867P001071	5	1
EP00156P002510	EP00002P018485	13	9
EP00156P003035	EP00825P003070	15	7
EP00157P005075	EP00541P008609	40	8
EP00158P000179	EP00123P002117	6	5
EP00158P000179	EP00123P002117	6	5
EP00158P000179	EP01022P021924	12	7
EP00158P000179	EP01022P021924	12	7
EP00158P000214	EP00108P009067	12	8
EP00158P000214	EP00670P020076	41	14
EP00158P004905	EP01119P009549	15	9
EP00158P004905	EP01119P009549	15	9
EP00158P005824	EP00797P008176	9	5
EP00158P007085	EP00131P004692	32	9
EP00158P007085	EP00131P004692	32	9
EP00158P007242	EP00124P004080	8	4
EP00158P007242	EP00264P198357	41	13
EP00158P008044	EP00648P008583	40	15
EP00158P008044	EP00648P008583	40	15
EP00158P008044	EP00648P008583	40	15
EP00158P008044	EP00648P008583	40	15
EP00158P008044	EP00648P008583	40	15
EP00158P010171	EP01030P029545	62	8
EP00158P010171	EP00831P028586	73	10
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00159P001361	EP01043P041452	29	6
EP00160P000311	EP00466P000560	54	9
EP00160P000311	EP01032P010005	107	10
EP00160P002016	EP00746P061866	13	6
EP00160P002016	EP01022P031541	24	12
EP00160P002175	PWI46672.1	14	9
EP00160P003374	EP00160P003374	13	10
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P003950	EP00905P000769	92	21
EP00160P005814	EP00027P004780	26	10
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00405P044005	5	2
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP00746P049845	5	3
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006147	EP01015P010940	21	14
EP00160P006158	EP00635P012084	8	6
EP00160P006566	EP00618P034870	7	4
EP00160P006566	EP01096P012292	38	11
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007029	EP00297P009597	15	7
EP00160P007051	EP00087P025990	10	3
EP00160P007051	EP00087P025990	10	3
EP00160P007051	EP00246P018531	15	4
EP00160P007051	EP00246P018531	15	4
EP00160P007051	EP00879P005916	34	8
EP00160P007051	EP00879P005916	34	8
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P007640	EP01035P051492	5	4
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP00103P014736	7	5
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01030P005795	6	4
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P008972	EP01107P013476	5	3
EP00160P009338	EP00001P125679	5	4
EP00160P009338	EP00001P125679	5	4
EP00160P009338	EP00478P004300	7	4
EP00160P009338	EP00478P004300	7	4
EP00160P009367	EP00435P077923	11	6
EP00160P009367	EP00435P077923	11	6
EP00160P009367	EP00435P077923	11	6
EP00160P009367	EP00435P077923	11	6
EP00160P009367	EP00435P077923	11	6
EP00160P010197	EP01133P018493	8	6
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P010236	EP00151P009444	26	9
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015567	EP01084P206019	6	4
EP00160P015646	EP00403P019868	23	4
EP00160P015646	EP00160P015646	6	5
EP00160P018290	XP_006677655.1	24	4
EP00160P018290	XP_004368109.1	27	2
EP00160P018290	EP00249P006850	84	7
EP00160P019852	XP_018185574.1	12	4
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00160P020775	EP00919P051575	42	14
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P002181	EP00281P015077	10	10
EP00161P004259	EP00042P054808	9	5
EP00161P004259	EP00073P007015	11	3
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006019	EP00555P008927	17	11
EP00161P006060	EP01103P000394	6	4
EP00161P012061	EP00653P002650	13	9
EP00161P012061	EP00653P002650	13	9
EP00161P013655	EP00153P000204	20	3
EP00161P013655	EP01123P003435	173	18
EP00161P015226	EP00747P224209	16	6
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P016768	EP00161P016768	30	16
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P021902	EP00003P023607	23	12
EP00161P022600	EP01112P004648	14	5
EP00161P022600	EP01112P004648	14	5
EP00162P001975	EP00027P006211	22	9
EP00162P001975	EP00027P006211	22	9
EP00162P001975	EP00027P006211	22	9
EP00162P001975	EP00027P006211	22	9
EP00162P005828	EP00190P007916	58	16
EP00162P005828	EP00190P007916	58	16
EP00162P005828	EP00190P007916	58	16
EP00162P005828	EP00190P007916	58	16
EP00162P005828	EP00190P007916	58	16
EP00162P008250	EP00540P020984	52	4
EP00162P008250	EP00478P002076	11	9
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P009000	EP00390P017016	41	14
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P010166	EP01026P051231	107	15
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P011379	EP01135P006920	34	13
EP00162P017322	EP00167P003106	65	17
EP00162P018001	EP01121P004488	20	10
EP00162P018001	EP01121P004488	20	10
EP00162P018279	EP00522P008327	28	15
EP00162P018588	EP00276P010161	22	15
EP00162P018588	EP00276P010161	22	15
EP00162P018588	KXH77477.1	12	8
EP00162P018588	KXH77477.1	12	8
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00162P018823	EP00232P031173	82	19
EP00163P001486	EP00002P040187	14	4
EP00163P001486	EP01025P017055	87	14
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP00006P011721	20	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01035P069002	12	5
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P001792	EP01114P000366	7	4
EP00163P002632	EP01054P009097	13	9
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P003178	EP00811P035615	5	2
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00066P019556	30	7
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP00640P004016	8	5
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P004208	EP01025P036317	16	4
EP00163P005288	EP01015P035015	10	8
EP00163P005576	EP01091P010055	22	7
EP00163P005576	EP00163P005576	12	8
EP00163P005576	EP01059P034230	20	10
EP00163P007485	EP01136P034605	8	6
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P008723	EP01013P007085	28	10
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009158	EP00439P006858	32	13
EP00163P009323	EP00897P007748	19	12
EP00163P009480	EP00163P009480	5	5
EP00163P009480	EP00729P006157	17	4
EP00163P011638	EP01036P053783	15	8
EP00163P011638	EP01036P053783	15	8
EP00163P012375	EP01101P010609	23	12
EP00163P012375	EP01101P010609	23	12
EP00163P012375	EP01101P010609	23	12
EP00163P012543	JAEOTR010000049.1_7	17	9
EP00163P012663	EP00873P001779	6	3
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00042P003147	45	14
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P013896	EP00065P004296	10	2
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016048	EP00163P016048	11	7
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P016590	EP00117P037681	18	9
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00918P098267	10	5
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P018212	EP00963P007522	14	4
EP00163P019452	EP00262P012025	30	15
EP00163P020172	EP00814P004950	14	4
EP00163P020172	EP00814P004950	14	4
EP00163P020172	EP00814P004950	14	4
EP00163P022545	EP00163P022545	14	8
EP00163P022938	EP00088P022480	7	3
EP00163P022938	EP00850P017097	25	13
EP00163P023273	EP00611P006400	28	13
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023420	EP01132P015510	8	3
EP00163P023491	EP00764P004192	15	9
EP00163P025600	EP00475P011550	7	5
