tree_name	euk_clade_rep	prok_taxa	c-ELW
EP00435P078299	EP00264P165912	Alphaproteobacteria	0.104
EP00435P078299	EP00264P165912	Actinomycetota	0.094
EP00435P078299	EP00264P165912	Alphaproteobacteria	0.0655
EP00435P078299	EP01037P004658	Betaproteobacteria	0.866
EP00435P078299	EP01037P004658	Gammaproteobacteria	0.00597
EP00435P078299	EP01037P004658	Thermodesulfobacteriota	2.67e-07
EP00435P078299	EP01037P004658	Bacillota	0.000123
EP00435P078299	EP01037P004658	Bacillota	7.46e-10
EP00435P078299	EP01037P004658	Gammaproteobacteria	0.105
EP00435P078299	EP01037P004658	Euryarchaeota	0.000631
EP00435P078299	EP01037P004658	Actinomycetota	3.59e-05
EP00435P078299	EP01037P004658	Alphaproteobacteria	0.0153
EP00435P078299	EP01037P004658	Gammaproteobacteria	5.59e-08
EP00435P078299	EP01037P004658	Bacillota	7.7e-05
EP00435P078299	EP01037P004658	Campylobacterota	0.00763
EP00435P078432	EP00132P012629	Bacillota	0.0367
EP00435P078432	EP00132P012629	Gammaproteobacteria	0.0109
EP00435P078432	EP00132P012629	Bacillota	0.0667
EP00435P078432	EP00132P012629	Alphaproteobacteria	0.0159
EP00435P078432	EP00132P012629	Actinomycetota	0.0807
EP00435P078432	EP00132P012629	Alphaproteobacteria	0.0369
EP00435P078432	EP00132P012629	Actinomycetota	0.0511
EP00435P078432	EP00132P012629	Gammaproteobacteria	0.403
EP00435P078432	EP00132P012629	Alphaproteobacteria	0.0657
EP00435P078432	EP00132P012629	Betaproteobacteria	0.0191
EP00435P078432	EP00132P012629	FCB group	0.169
EP00435P078432	EP00132P012629	Alphaproteobacteria	0.0441
EP00435P078432	EP00587P013497	Actinomycetota	0.0298
EP00435P078432	EP00587P013497	Chloroflexota	0.0163
EP00435P078432	EP00587P013497	Chloroflexota	0.0883
EP00435P078432	EP00587P013497	Bacillota	0.0717
EP00435P078432	EP00587P013497	Alphaproteobacteria	0.0564
EP00435P078432	EP00587P013497	Actinomycetota	0.133
EP00435P078432	EP00587P013497	Alphaproteobacteria	0.0135
EP00435P078432	EP00587P013497	Actinomycetota	0.0985
EP00435P078432	EP00587P013497	Actinomycetota	0.201
EP00435P078432	EP00587P013497	Actinomycetota	0.0417
EP00435P078432	EP00587P013497	Alphaproteobacteria	0.116
EP00435P078432	EP00587P013497	Alphaproteobacteria	0.134
EP00435P078459	EP00435P078459	Gammaproteobacteria	0.181
EP00435P078459	EP00435P078459	Gammaproteobacteria	0.2
EP00435P078459	EP00435P078459	Campylobacterota	0.0104
EP00435P078459	EP00435P078459	Gammaproteobacteria	0.241
EP00435P078459	EP00435P078459	Betaproteobacteria	0.357
EP00435P078459	EP00435P078459	Gammaproteobacteria	0.0104
EP00435P078774	EP01098P015571	FCB group	0.244
EP00435P078774	EP01098P015571	Betaproteobacteria	0.151
EP00435P078774	EP01098P015571	Cyanobacteriota	0.0595
EP00435P078774	EP01098P015571	Actinomycetota	0.125
EP00435P078774	EP01098P015571	Gammaproteobacteria	0.000195
EP00435P078774	EP01098P015571	TACK group	0.225
EP00435P078774	EP01098P015571	Myxococcota	0.0862
EP00435P078774	EP01098P015571	Alphaproteobacteria	0.0593
EP00435P078774	EP01098P015571	Alphaproteobacteria	0.00344
EP00435P078774	EP01098P015571	Gammaproteobacteria	0.00165
EP00435P078774	EP01098P015571	Alphaproteobacteria	0.0245
EP00435P078774	EP01098P015571	Betaproteobacteria	0.0199
EP00435P078926	EP00449P010123	Asgard	4.05e-06
EP00435P078926	EP00449P010123	Cyanobacteriota	0.000559
EP00435P078926	EP00449P010123	Thermodesulfobacteriota	0.0049
EP00435P078926	EP00449P010123	Gammaproteobacteria	0.0087
EP00435P078926	EP00449P010123	FCB group	0.00739
EP00435P078926	EP00449P010123	PVC group	0.0932
EP00435P078926	EP00449P010123	PVC group	0.00013
EP00435P078926	EP00449P010123	Alphaproteobacteria	0.606
EP00435P078926	EP00449P010123	Betaproteobacteria	0.00264
EP00435P078926	EP00449P010123	Actinomycetota	0.00049
EP00435P078926	EP00449P010123	Alphaproteobacteria	0.276
EP00435P078926	EP00449P010123	Alphaproteobacteria	0.000539
EP00435P079013	EP00439P089770	PVC group	0.03
EP00435P079013	EP00439P089770	Myxococcota	0.149
EP00435P079013	EP00439P089770	Gammaproteobacteria	4.2e-05
EP00435P079013	EP00439P089770	Spirochaetota	0.0155
EP00435P079013	EP00439P089770	Bacillota	0.00338
EP00435P079013	EP00439P089770	Gammaproteobacteria	0.00232
EP00435P079013	EP00439P089770	Alphaproteobacteria	5.8e-05
EP00435P079013	EP00439P089770	Gammaproteobacteria	8.71e-05
EP00435P079013	EP00439P089770	Alphaproteobacteria	0.761
EP00435P079013	EP00439P089770	Bacillota	0.00558
EP00435P079013	EP00439P089770	Actinomycetota	0.0193
EP00435P079013	EP00439P089770	Betaproteobacteria	0.0144
EP00437P008926	WP_309202489_1	Betaproteobacteria	0.5
EP00437P008926	WP_309202489_1	Gammaproteobacteria	0.5
EP00437P013533	EP01155P043925	Gammaproteobacteria	0.00199
EP00437P013533	EP01155P043925	Actinomycetota	0.912
EP00437P013533	EP01155P043925	Bacillota	0.000747
EP00437P013533	EP01155P043925	Gammaproteobacteria	0.00219
EP00437P013533	EP01155P043925	Bacillota	0.00888
EP00437P013533	EP01155P043925	FCB group	0.00693
EP00437P013533	EP01155P043925	Bacillota	0.0605
EP00437P013533	EP01155P043925	Bacillota	0.00692
EP00437P019634	EP00854P014841	Asgard	0.582
EP00437P019634	EP00854P014841	Spirochaetota	0.418
EP00437P028628	WP_128867250_1	TACK group	0.936
EP00437P028628	WP_128867250_1	TACK group	0.0453
EP00437P028628	WP_128867250_1	TACK group	0.0115
EP00437P028628	WP_128867250_1	Euryarchaeota	0.00679
EP00437P031925	EP00406P032390	Actinomycetota	1.0
EP00437P031925	EP00957P020318	Actinomycetota	1.0
EP00437P032455	EP00242P017892	Bacillota	0.0164
EP00437P032455	EP00242P017892	Betaproteobacteria	1.28e-10
EP00437P032455	EP00242P017892	Alphaproteobacteria	1.39e-10
EP00437P032455	EP00242P017892	Acidobacteriota	0.00619
EP00437P032455	EP00242P017892	TACK group	0.483
EP00437P032455	EP00242P017892	Actinomycetota	0.0608
EP00437P032455	EP00242P017892	Gammaproteobacteria	0.372
EP00437P032455	EP00242P017892	Betaproteobacteria	6.45e-12
EP00437P032455	EP00242P017892	FCB group	0.0382
EP00437P032455	EP00242P017892	Betaproteobacteria	8.92e-13
EP00437P032455	EP00242P017892	Alphaproteobacteria	8.59e-08
EP00437P032455	EP00242P017892	Bacillota	0.0228
EP00437P032455	EP00863P013084	Bacillota	0.0028
EP00437P032455	EP00863P013084	Betaproteobacteria	1.03e-12
EP00437P032455	EP00863P013084	Acidobacteriota	0.0318
EP00437P032455	EP00863P013084	TACK group	0.0797
EP00437P032455	EP00863P013084	Actinomycetota	0.0166
EP00437P032455	EP00863P013084	Gammaproteobacteria	0.0242
EP00437P032455	EP00863P013084	Betaproteobacteria	1.07e-12
EP00437P032455	EP00863P013084	FCB group	0.491
EP00437P032455	EP00863P013084	Betaproteobacteria	7.09e-06
EP00437P032455	EP00863P013084	Alphaproteobacteria	0.000112
EP00437P032455	EP00863P013084	Bacillota	0.312
EP00437P032455	EP00863P013084	Bacillota	0.0414
EP00437P032455	EP01087P022320	Bacillota	0.0538
EP00437P032455	EP01087P022320	Betaproteobacteria	3.84e-05
EP00437P032455	EP01087P022320	Alphaproteobacteria	1.83e-09
EP00437P032455	EP01087P022320	Acidobacteriota	0.0313
EP00437P032455	EP01087P022320	TACK group	0.059
EP00437P032455	EP01087P022320	Actinomycetota	0.141
EP00437P032455	EP01087P022320	Gammaproteobacteria	0.367
EP00437P032455	EP01087P022320	Betaproteobacteria	3.5e-05
EP00437P032455	EP01087P022320	FCB group	0.317
EP00437P032455	EP01087P022320	Betaproteobacteria	1.65e-12
EP00437P032455	EP01087P022320	Alphaproteobacteria	1.84e-08
EP00437P032455	EP01087P022320	Bacillota	0.0313
EP00437P036605	EP00841P001847	Actinomycetota	0.627
EP00437P036605	EP00841P001847	Gammaproteobacteria	0.373
EP00437P039707	EP00902P007837	Alphaproteobacteria	1.0
EP00437P039707	EP00521P016100	Alphaproteobacteria	1.0
EP00437P039707	EP00035P009061	Alphaproteobacteria	1.0
EP00437P055400	EP00054P022667	Bacillota	0.687
EP00437P055400	EP00054P022667	Actinomycetota	0.00582
EP00437P055400	EP00054P022667	Actinomycetota	0.239
EP00437P055400	EP00054P022667	Actinomycetota	0.0152
EP00437P055400	EP00054P022667	Actinomycetota	0.0532
EP00438P003825	EP00445P081266	Bacillota	0.0926
EP00438P003825	EP00445P081266	Bacillota	0.00595
EP00438P003825	EP00445P081266	Gammaproteobacteria	0.0227
EP00438P003825	EP00445P081266	Bacillota	0.0101
EP00438P003825	EP00445P081266	FCB group	0.101
EP00438P003825	EP00445P081266	Bacillota	0.126
EP00438P003825	EP00445P081266	Gammaproteobacteria	0.0549
EP00438P003825	EP00445P081266	Gammaproteobacteria	0.0346
EP00438P003825	EP00445P081266	Bacillota	0.0342
EP00438P003825	EP00445P081266	Bacillota	0.112
EP00438P003825	EP00445P081266	Bacillota	0.209
EP00438P003825	EP00445P081266	Bacillota	0.197
EP00438P010079	EP00825P041617	Chlamydiia	0.504
EP00438P010079	EP00825P041617	Thermodesulfobacteriota	0.496
EP00438P010454	XP_654237.2	Asgard	0.0508
EP00438P010454	XP_654237.2	Asgard	0.145
EP00438P010454	XP_654237.2	Thermoplasmata	0.13
EP00438P010454	XP_654237.2	Thermoplasmata	0.143
EP00438P010454	XP_654237.2	Asgard	0.111
EP00438P010454	XP_654237.2	Euryarchaeota	0.0783
EP00438P010454	XP_654237.2	TACK group	0.144
EP00438P010454	XP_654237.2	Euryarchaeota	0.0985
EP00438P010454	XP_654237.2	Euryarchaeota	0.0984
EP00438P011495	WP_119629364_1	FCB group	1.0
EP00438P012667	EP00439P030968	Gammaproteobacteria	1.0
EP00438P014274	EP00197P008864	Cyanobacteriota	1.0
EP00438P014274	EP00192P020721	Cyanobacteriota	1.0
EP00438P014274	EP00468P007548	Cyanobacteriota	1.0
EP00438P015566	EP00902P015284	Gammaproteobacteria	1.0
EP00438P026134	EP00454P008451	Mycoplasmatota	0.0465
EP00438P026134	EP00454P008451	FCB group	0.139
EP00438P026134	EP00454P008451	PVC group	0.0057
EP00438P026134	EP00454P008451	Chloroflexota	0.00641
EP00438P026134	EP00454P008451	Spirochaetota	0.586
EP00438P026134	EP00454P008451	Thermodesulfobacteriota	0.000417
EP00438P026134	EP00454P008451	Bacillota	0.0628
EP00438P026134	EP00454P008451	Chloroflexota	0.0203
EP00438P026134	EP00454P008451	Deinococcota	0.000142
EP00438P026134	EP00454P008451	FCB group	0.0234
EP00438P026134	EP00454P008451	Bacillota	1.65e-05
EP00438P026134	EP00454P008451	Actinomycetota	0.109
EP00438P026134	EP01031P022092	Alphaproteobacteria	0.0153
EP00438P026134	EP01031P022092	Gammaproteobacteria	0.0176
EP00438P026134	EP01031P022092	Spirochaetota	0.00812
EP00438P026134	EP01031P022092	Deltaproteobacteria	0.000102
EP00438P026134	EP01031P022092	Nitrospirota	3.95e-12
EP00438P026134	EP01031P022092	Nitrospirota	0.000103
EP00438P026134	EP01031P022092	Gammaproteobacteria	0.0484
EP00438P026134	EP01031P022092	Thermodesulfobacteriota	0.000189
EP00438P026134	EP01031P022092	Betaproteobacteria	0.89
EP00438P026134	EP01031P022092	Actinomycetota	0.000658
EP00438P026134	EP01031P022092	PVC group	0.00134
EP00438P026134	EP01031P022092	Thermodesulfobacteriota	0.0182
EP00438P029363	EP00530P006303	Acidobacteriota	0.0505
EP00438P029363	EP00530P006303	PVC group	0.00113
EP00438P029363	EP00530P006303	Deinococcota	0.124
EP00438P029363	EP00530P006303	FCB group	0.026
EP00438P029363	EP00530P006303	Chloroflexota	0.0596
EP00438P029363	EP00530P006303	Bacillota	0.199
EP00438P029363	EP00530P006303	PVC group	0.127
EP00438P029363	EP00530P006303	Spirochaetota	0.148
EP00438P029363	EP00530P006303	FCB group	0.0416
EP00438P029363	EP00530P006303	Thermodesulfobacteriota	0.0279
EP00438P029363	EP00530P006303	Thermodesulfobacteriota	0.0933
EP00438P029363	EP00530P006303	Acidobacteriota	0.102
EP00438P029363	EP01042P024859	PVC group	0.0821
EP00438P029363	EP01042P024859	Gammaproteobacteria	0.192
EP00438P029363	EP01042P024859	FCB group	0.0638
EP00438P029363	EP01042P024859	Chlamydiia	0.0734
EP00438P029363	EP01042P024859	Campylobacterota	0.187
EP00438P029363	EP01042P024859	Gammaproteobacteria	0.107
EP00438P029363	EP01042P024859	Alphaproteobacteria	0.116
EP00438P029363	EP01042P024859	Thermodesulfobacteriota	0.0865
EP00438P029363	EP01042P024859	Bacillota	0.0346
EP00438P029363	EP01042P024859	Gammaproteobacteria	0.0396
EP00438P029363	EP01042P024859	Thermotogae	0.0083
EP00438P029363	EP01042P024859	Spirochaetota	0.00954
EP00438P036134	EP00428P040444	Campylobacterota	0.000896
EP00438P036134	EP00428P040444	Betaproteobacteria	1.5e-05
EP00438P036134	EP00428P040444	Bacillota	1.51e-19
EP00438P036134	EP00428P040444	Actinomycetota	0.00155
EP00438P036134	EP00428P040444	Bacillota	4.33e-20
EP00438P036134	EP00428P040444	Myxococcota	0.98
EP00438P036134	EP00428P040444	Actinomycetota	1.5e-05
EP00438P036134	EP00428P040444	Alphaproteobacteria	0.0179
EP00439P001637	EP00189P008802	Chloroflexota	0.189
EP00439P001637	EP00189P008802	Chloroflexota	0.111
EP00439P001637	EP00189P008802	Gammaproteobacteria	1.09e-06
EP00439P001637	EP00189P008802	Spirochaetota	0.00694
EP00439P001637	EP00189P008802	Alphaproteobacteria	0.397
EP00439P001637	EP00189P008802	Thermodesulfobacteriota	0.000243
EP00439P001637	EP00189P008802	Bacillota	2.42e-14
EP00439P001637	EP00189P008802	Thermodesulfobacteriota	0.295
EP00439P014792	EP00638P003334	Bacillota	0.0595
EP00439P014792	EP00638P003334	Actinomycetota	0.00891
EP00439P014792	EP00638P003334	Alphaproteobacteria	0.000303
EP00439P014792	EP00638P003334	Campylobacterota	0.0665
EP00439P014792	EP00638P003334	PVC group	0.109
EP00439P014792	EP00638P003334	Actinomycetota	2.55e-05
EP00439P014792	EP00638P003334	Cyanobacteriota	0.755
EP00439P014792	EP00638P003334	Alphaproteobacteria	0.000266
EP00439P014792	EP00638P003334	Gammaproteobacteria	7.62e-05
EP00439P014792	EP00638P003334	Actinomycetota	3.42e-05
EP00439P043515	EP00015P006570	Asgard	0.361
EP00439P043515	EP00015P006570	Bacillota	1.31e-95
EP00439P043515	EP00015P006570	Thermoplasmata	0.0667
EP00439P043515	EP00015P006570	Bacillota	1.07e-100
EP00439P043515	EP00015P006570	Gammaproteobacteria	7.040000000000001e-117
EP00439P043515	EP00015P006570	Alphaproteobacteria	1.1299999999999999e-68
EP00439P043515	EP00015P006570	Bacillota	0.323
EP00439P043515	EP00015P006570	FCB group	1.08e-106
EP00439P043515	EP00015P006570	Spirochaetota	3.87e-53
EP00439P043515	EP00015P006570	Alphaproteobacteria	1.57e-112
EP00439P043515	EP00015P006570	Spirochaetota	0.249
EP00439P043515	EP00015P006570	Actinomycetota	7.48e-63
EP00439P043515	EP00504P002062	Asgard	0.304
EP00439P043515	EP00504P002062	Asgard	0.0699
EP00439P043515	EP00504P002062	Bacillota	4.37e-99
EP00439P043515	EP00504P002062	Thermoplasmata	0.137
EP00439P043515	EP00504P002062	Campylobacterota	0.322
EP00439P043515	EP00504P002062	Bacillota	0.0386
EP00439P043515	EP00504P002062	Thermodesulfobacteriota	0.00624
EP00439P043515	EP00504P002062	Spirochaetota	3.72e-51
EP00439P043515	EP00504P002062	Spirochaetota	0.0798
EP00439P043515	EP00504P002062	Spirochaetota	0.04
EP00439P043515	EP00504P002062	Actinomycetota	5.170000000000002e-57
EP00439P043515	EP00504P002062	Euryarchaeota	0.00339
EP00439P043515	EP00638P009365	PVC group	0.0382
EP00439P043515	EP00638P009365	PVC group	0.000377
EP00439P043515	EP00638P009365	Thermoplasmata	0.382
EP00439P043515	EP00638P009365	Gammaproteobacteria	0.472
EP00439P043515	EP00638P009365	FCB group	0.00283
EP00439P043515	EP00638P009365	Gammaproteobacteria	0.00173
EP00439P043515	EP00638P009365	Thermodesulfobacteriota	0.00743
EP00439P043515	EP00638P009365	Thermodesulfobacteriota	0.000203
EP00439P043515	EP00638P009365	FCB group	0.000858
EP00439P043515	EP00638P009365	Spirochaetota	0.00725
EP00439P043515	EP00638P009365	Bacillota	0.0775
EP00439P043515	EP00638P009365	Euryarchaeota	0.00947
EP00439P053481	EP00828P032498	Acidobacteriota	0.00895
EP00439P053481	EP00828P032498	Alphaproteobacteria	0.148
EP00439P053481	EP00828P032498	Myxococcota	0.622
EP00439P053481	EP00828P032498	Campylobacterota	0.22
EP00439P053481	EP01066P003824	Acidobacteriota	0.138
EP00439P053481	EP01066P003824	Alphaproteobacteria	0.167
EP00439P053481	EP01066P003824	Myxococcota	0.521
EP00439P053481	EP01066P003824	Campylobacterota	0.174
EP00439P057188	EP00747P091076	FCB group	0.00187
EP00439P057188	EP00747P091076	FCB group	0.000314
EP00439P057188	EP00747P091076	FCB group	0.0848
EP00439P057188	EP00747P091076	Gammaproteobacteria	2.24e-05
EP00439P057188	EP00747P091076	Betaproteobacteria	0.00154
EP00439P057188	EP00747P091076	Bacillota	0.0223
EP00439P057188	EP00747P091076	Gammaproteobacteria	0.00431
EP00439P057188	EP00747P091076	FCB group	0.00314
EP00439P057188	EP00747P091076	Gammaproteobacteria	0.318
EP00439P057188	EP00747P091076	FCB group	0.561
EP00439P057188	EP00747P091076	Gammaproteobacteria	0.000637
EP00439P057188	EP00747P091076	Gammaproteobacteria	0.0018
EP00439P077285	EP00134P006349	Gammaproteobacteria	0.19
EP00439P077285	EP00134P006349	Betaproteobacteria	0.0405
EP00439P077285	EP00134P006349	Actinomycetota	0.295
EP00439P077285	EP00134P006349	Alphaproteobacteria	0.0417
EP00439P077285	EP00134P006349	Alphaproteobacteria	0.000413
EP00439P077285	EP00134P006349	Actinomycetota	0.102
EP00439P077285	EP00134P006349	Actinomycetota	0.156
EP00439P077285	EP00134P006349	Alphaproteobacteria	0.0232
EP00439P077285	EP00134P006349	Betaproteobacteria	1.85e-15
EP00439P077285	EP00134P006349	Actinomycetota	0.146
EP00439P077285	EP00134P006349	Actinomycetota	2.51e-05
EP00439P077285	EP00134P006349	Actinomycetota	0.00567
EP00439P077285	EP00270P003694	Actinomycetota	0.08
EP00439P077285	EP00270P003694	Actinomycetota	0.0817
EP00439P077285	EP00270P003694	Actinomycetota	0.1
EP00439P077285	EP00270P003694	Actinomycetota	0.171
EP00439P077285	EP00270P003694	Actinomycetota	0.124
EP00439P077285	EP00270P003694	FCB group	0.122
EP00439P077285	EP00270P003694	Gammaproteobacteria	2.68e-10
EP00439P077285	EP00270P003694	Actinomycetota	0.104
EP00439P077285	EP00270P003694	Actinomycetota	0.158
EP00439P077285	EP00270P003694	Alphaproteobacteria	4.57e-06
EP00439P077285	EP00270P003694	Gammaproteobacteria	0.000125
EP00439P077285	EP00270P003694	Actinomycetota	0.0598
EP00439P077285	EP00931P112541	Actinomycetota	5.65e-10
EP00439P077285	EP00931P112541	Gammaproteobacteria	0.047
EP00439P077285	EP00931P112541	Alphaproteobacteria	0.0268
EP00439P077285	EP00931P112541	Actinomycetota	0.00532
EP00439P077285	EP00931P112541	Alphaproteobacteria	0.469
EP00439P077285	EP00931P112541	Actinomycetota	0.00264
EP00439P077285	EP00931P112541	Actinomycetota	0.119
EP00439P077285	EP00931P112541	Actinomycetota	0.0825
EP00439P077285	EP00931P112541	Betaproteobacteria	3.97e-11
EP00439P077285	EP00931P112541	Actinomycetota	0.245
EP00439P077285	EP00931P112541	Betaproteobacteria	1.09e-18
EP00439P077285	EP00931P112541	Actinomycetota	0.00262
EP00439P086726	EP01155P025436	Asgard	0.373
EP00439P086726	EP01155P025436	FCB group	0.627
EP00439P086726	EP01156P019446	Asgard	0.5
EP00439P086726	EP01156P019446	FCB group	0.5
EP00439P087710	EP00903P007524	Alphaproteobacteria	0.000925
EP00439P087710	EP00903P007524	Asgard	6.19e-247
EP00439P087710	EP00903P007524	PVC group	1.51e-07
EP00439P087710	EP00903P007524	Thermodesulfobacteriota	2.08e-38
EP00439P087710	EP00903P007524	Alphaproteobacteria	6.76e-247
EP00439P087710	EP00903P007524	Spirochaetota	7.72e-44
EP00439P087710	EP00903P007524	PVC group	0.00266
EP00439P087710	EP00903P007524	PVC group	1.22e-60
EP00439P087710	EP00903P007524	Thermodesulfobacteriota	8.42e-05
EP00439P087710	EP00903P007524	Gammaproteobacteria	0.995
EP00439P087710	EP00903P007524	Alphaproteobacteria	0.000997
EP00439P087710	EP00903P007524	Bacillota	1.47e-247
EP00439P087845	EP00647P008387	Actinomycetota	0.0973
EP00439P087845	EP00647P008387	Alphaproteobacteria	0.757
EP00439P087845	EP00647P008387	Cyanobacteriota	0.146
EP00439P087845	EP00659P009530	Actinomycetota	0.0691
EP00439P087845	EP00659P009530	Alphaproteobacteria	0.601
EP00439P087845	EP00659P009530	Cyanobacteriota	0.329
EP00439P087845	EP01093P007649	Actinomycetota	0.178
EP00439P087845	EP01093P007649	Alphaproteobacteria	0.609
EP00439P087845	EP01093P007649	Cyanobacteriota	0.212
EP00439P088261	EP00293P006814	Alphaproteobacteria	4.91e-14
EP00439P088261	EP00293P006814	Bacillota	0.0012
EP00439P088261	EP00293P006814	Bacillota	0.0169
EP00439P088261	EP00293P006814	Cyanobacteriota	0.000104
EP00439P088261	EP00293P006814	FCB group	0.0332
EP00439P088261	EP00293P006814	Campylobacterota	0.00853
EP00439P088261	EP00293P006814	Thermodesulfobacteriota	2.28e-09
EP00439P088261	EP00293P006814	Thermotogae	8.7e-10
EP00439P088261	EP00293P006814	Deinococcota	0.0636
EP00439P088261	EP00293P006814	Myxococcota	0.842
EP00439P088261	EP00293P006814	Gammaproteobacteria	0.00721
EP00439P088261	EP00293P006814	Bacillota	0.0271
EP00439P088261	EP01112P003679	Alphaproteobacteria	3.45e-17
EP00439P088261	EP01112P003679	Bacillota	0.0011
EP00439P088261	EP01112P003679	Bacillota	0.0251
EP00439P088261	EP01112P003679	Cyanobacteriota	3.47e-05
EP00439P088261	EP01112P003679	FCB group	0.0577
EP00439P088261	EP01112P003679	Campylobacterota	0.0424
EP00439P088261	EP01112P003679	Thermodesulfobacteriota	3.05e-06
EP00439P088261	EP01112P003679	Thermotogae	3.33e-07
EP00439P088261	EP01112P003679	Deinococcota	0.0327
EP00439P088261	EP01112P003679	Myxococcota	0.831
EP00439P088261	EP01112P003679	Gammaproteobacteria	0.00162
EP00439P088261	EP01112P003679	Bacillota	0.00784
EP00439P088358	EP00679P012064	Gammaproteobacteria	0.0697
EP00439P088358	EP00679P012064	Actinomycetota	0.206
EP00439P088358	EP00679P012064	Cyanobacteriota	0.00509
EP00439P088358	EP00679P012064	Bacillota	0.006
EP00439P088358	EP00679P012064	Betaproteobacteria	0.00379
EP00439P088358	EP00679P012064	Alphaproteobacteria	3.45e-07
EP00439P088358	EP00679P012064	Gammaproteobacteria	0.12
EP00439P088358	EP00679P012064	Gammaproteobacteria	3.45e-07
EP00439P088358	EP00679P012064	Betaproteobacteria	0.0972
EP00439P088358	EP00679P012064	Alphaproteobacteria	0.341
EP00439P088358	EP00679P012064	Actinomycetota	0.143
EP00439P088358	EP00679P012064	Alphaproteobacteria	0.00913
EP00439P088358	EP00928P056091	Gammaproteobacteria	0.109
EP00439P088358	EP00928P056091	Actinomycetota	0.324
EP00439P088358	EP00928P056091	Cyanobacteriota	0.0123
EP00439P088358	EP00928P056091	Bacillota	0.000441
EP00439P088358	EP00928P056091	Betaproteobacteria	0.00338
EP00439P088358	EP00928P056091	Alphaproteobacteria	2.66e-17
EP00439P088358	EP00928P056091	Gammaproteobacteria	0.0111
EP00439P088358	EP00928P056091	Gammaproteobacteria	2.65e-17
EP00439P088358	EP00928P056091	Betaproteobacteria	0.13
EP00439P088358	EP00928P056091	Alphaproteobacteria	0.392
EP00439P088358	EP00928P056091	Actinomycetota	0.016
EP00439P088358	EP00928P056091	Alphaproteobacteria	0.00193
EP00439P088737	EP00003P030809	Gammaproteobacteria	1.0
EP00439P089241	EP01012P022455	Betaproteobacteria	0.12
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.213
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.0491
EP00439P089241	EP01012P022455	Thermodesulfobacteriota	0.00622
EP00439P089241	EP01012P022455	Alphaproteobacteria	0.167
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.107
EP00439P089241	EP01012P022455	Nitrospirota	0.0228
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.0773
EP00439P089241	EP01012P022455	Myxococcota	0.029
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.0205
EP00439P089241	EP01012P022455	Betaproteobacteria	0.142
EP00439P089241	EP01012P022455	Gammaproteobacteria	0.0459
EP00439P089241	NP_904197.1	Bacillota	0.0992
EP00439P089241	NP_904197.1	Chloroflexota	0.0208
EP00439P089241	NP_904197.1	Cyanobacteriota	0.373
EP00439P089241	NP_904197.1	FCB group	0.00265
EP00439P089241	NP_904197.1	PVC group	0.0159
EP00439P089241	NP_904197.1	Nitrospirota	0.00175
EP00439P089241	NP_904197.1	FCB group	0.0308
EP00439P089241	NP_904197.1	Thermodesulfobacteriota	0.173
EP00439P089241	NP_904197.1	Bacillota	0.0294
EP00439P089241	NP_904197.1	Actinomycetota	0.117
EP00439P089241	NP_904197.1	Euryarchaeota	0.13
EP00439P089241	NP_904197.1	Acidobacteriota	0.00561
EP00439P090017	EP00043P024716	Alphaproteobacteria	0.792
EP00439P090017	EP00043P024716	Betaproteobacteria	0.108
EP00439P090017	EP00043P024716	Betaproteobacteria	0.0319
EP00439P090017	EP00043P024716	Gammaproteobacteria	0.0147
EP00439P090017	EP00043P024716	Gammaproteobacteria	0.0541
EP00440P001558	EP00298P005934	Asgard	0.00184
EP00440P001558	EP00298P005934	Actinomycetota	0.341
EP00440P001558	EP00298P005934	Deinococcota	0.000448
EP00440P001558	EP00298P005934	Myxococcota	0.0238
EP00440P001558	EP00298P005934	Spirochaetota	0.00165
EP00440P001558	EP00298P005934	Bacillota	8.47e-10
EP00440P001558	EP00298P005934	Bacillota	0.0331
EP00440P001558	EP00298P005934	Chloroflexota	0.177
EP00440P001558	EP00298P005934	Euryarchaeota	0.0791
EP00440P001558	EP00298P005934	Euryarchaeota	0.0242
EP00440P001558	EP00298P005934	Alphaproteobacteria	0.299
EP00440P001558	EP00298P005934	Gammaproteobacteria	0.0193
EP00440P001558	EP01037P009213	Asgard	0.000968
EP00440P001558	EP01037P009213	Asgard	0.0101
EP00440P001558	EP01037P009213	Bacillota	0.0503
EP00440P001558	EP01037P009213	Bacillota	0.664
EP00440P001558	EP01037P009213	Deinococcota	0.024
EP00440P001558	EP01037P009213	Bacillota	0.0512
EP00440P001558	EP01037P009213	Bacillota	0.0016
EP00440P001558	EP01037P009213	Bacillota	1.22e-11
EP00440P001558	EP01037P009213	Thermodesulfobacteriota	0.0938
EP00440P001558	EP01037P009213	Actinomycetota	0.0016
EP00440P001558	EP01037P009213	Actinomycetota	0.0924
EP00440P001558	EP01037P009213	Euryarchaeota	0.00971
EP00440P005535	EP00470P000843	Bacillota	1.0
EP00440P005535	EP00566P027011	Bacillota	1.0
EP00440P013990	EP00002P005817	Spirochaetota	0.083
EP00440P013990	EP00002P005817	Campylobacterota	0.644
EP00440P013990	EP00002P005817	FCB group	0.273
