tree,n_asg,n_bact,n_arch,n_euk,asg_mono,n_sub,allasg_sister,has_bact
EP00331P000136,8,51,10,30,False,1,NA,True
EP00163P033536,14,0,0,10,False,1,NA,False
EP00004P003628,28,6,0,13,False,1,NA,True
EP00012P011497,5,0,0,16,False,1,NA,False
EP01111P011648,2,13,0,23,False,1,NA,True
EP01084P120530,51,0,0,11,False,1,NA,False
EP00128P015046,7,1,0,20,False,1,NA,True
EP01083P129326,7,4,0,26,True,1,NA,True
EP00261P017535,12,0,0,29,False,1,NA,False
EP00941P001568,9,3,0,30,False,1,NA,True
EP01006P015930,25,0,0,30,False,1,NA,False
EP00828P040528,12,0,0,30,False,1,NA,False
EP01113P005336,25,0,0,10,False,1,NA,False
EP00760P005280,11,0,0,30,True,1,NA,False
EP01093P017054,5,0,0,15,True,1,NA,False
EP00457P015257,28,0,0,14,True,1,NA,False
EP00992P008121,6,0,0,27,True,1,NA,False
EP01026P040913,7,0,0,30,False,1,NA,False
EP01083P044650,8,0,0,30,True,1,NA,False
EP01038P011165,4,59,7,30,False,1,NA,True
XP_031491525.1,26,0,0,10,False,1,NA,False
EP00680P010162,3,0,0,22,True,1,NA,False
EP01127P019060,10,29,0,29,False,1,NA,True
EP00618P001873,2,13,0,30,False,1,NA,True
EP01024P074024,29,0,0,30,False,1,NA,False
XP_024305754.1,66,0,0,30,True,1,NA,False
EP01147P000754,15,0,0,30,True,1,NA,False
EP00591P010273,7,63,0,15,False,1,NA,True
EP00475P003257,15,0,0,15,False,1,NA,False
EP00092P079308,16,0,0,27,False,1,NA,False
EP01067P007196,9,5,0,30,False,1,NA,True
EP00411P120771,4,62,4,17,False,1,NA,True
EP00917P000467,5,0,0,14,True,1,NA,False
EP00497P003365,3,12,0,18,False,1,NA,True
EP00794P013288,8,2,0,11,False,1,NA,True
EP00462P008615,9,0,0,15,True,1,NA,False
EP00031P000031,35,0,0,21,False,1,NA,False
EP00063P021422,50,0,0,10,False,1,NA,False
EP00839P001213,5,0,0,19,True,1,NA,False
EP00356P013761,30,0,0,30,True,1,NA,False
EP00796P002490,49,0,0,19,True,1,NA,False
EP00487P000722,5,0,0,15,True,1,NA,False
EP01155P011748,1,28,1,30,True,1,NA,True
EP00622P000166,7,0,0,14,True,1,NA,False
EP00042P009368,58,0,0,30,True,1,NA,False
EP00945P003049,8,0,0,30,True,1,NA,False
EP00268P065963,62,0,0,19,False,1,NA,False
EP00628P000904,22,0,0,21,True,1,NA,False
EP00002P018707,16,7,1,30,False,1,NA,True
EP00705P055793,3,0,0,17,True,1,NA,False
EP01083P133722,24,0,0,30,False,1,NA,False
EP00210P009043,1,30,0,28,True,1,NA,True
EP01061P047128,11,1,0,3,False,1,NA,True
EP00294P006131,24,3,0,30,False,1,NA,True
EP00803P007240,29,0,0,20,True,1,NA,False
EP00764P008298,7,0,0,30,True,1,NA,False
EP01156P009750,3,0,0,26,True,1,NA,False
EP01083P075355,1,7,0,23,True,1,NA,True
EP00232P013058,1,7,0,30,True,1,NA,True
EP00064P009683,42,0,0,10,False,1,NA,False
EP01113P013900,9,0,0,28,True,1,NA,False
EP00049P023045,31,0,0,18,True,1,NA,False
EP01090P001320,23,0,0,13,False,1,NA,False
EP01013P006339,5,0,0,12,True,1,NA,False
EP01114P003099,13,0,0,28,True,1,NA,False
EP00321P013037,13,0,0,23,True,1,NA,False
EP00302P019032,2,1,26,11,False,1,NA,True
EP00630P003258,13,0,0,12,True,1,NA,False
EP00548P020481,21,0,0,13,True,1,NA,False
EP00451P014711,16,0,0,24,True,1,NA,False
EP00861P006767,3,0,0,30,True,1,NA,False
EP00820P010122,59,0,0,29,True,1,NA,False
EP01069P013213,1,0,0,30,True,1,NA,False
EP00434P029773,5,0,0,25,True,1,NA,False
EP00193P012529,3,0,0,10,True,1,NA,False
EP00428P079100,19,3,0,19,False,1,NA,True
EP00669P003154,9,0,0,30,True,1,NA,False
EP00267P043650,26,0,0,30,True,1,NA,False
EP00560P004817,62,5,0,22,False,1,NA,True
EP01066P002773,3,0,0,17,True,1,NA,False
EP00668P042663,5,57,8,14,False,1,NA,True
EP01043P055381,10,0,23,24,False,1,NA,False
EP00617P028036,17,9,0,30,False,1,NA,True
EP00420P018813,5,3,0,30,False,1,NA,True
EP00938P005378,5,61,4,11,False,1,NA,True
EP00746P069717,43,0,0,15,True,1,NA,False
EP00798P001399,1,18,0,30,True,1,NA,True
EP00817P002964,11,1,1,14,False,1,NA,True
EP01034P016053,6,0,0,11,True,1,NA,False
EP01095P013404,11,0,0,17,False,1,NA,False
EP00843P009353,7,0,0,26,False,1,NA,False
EP00740P016104,3,0,0,18,False,1,NA,False
KAA6385906.1,21,0,0,30,True,1,NA,False
XP_011408682.2,61,0,0,25,True,1,NA,False
EP00928P068380,3,0,0,27,True,1,NA,False
EP01013P039209,14,0,0,30,True,1,NA,False
EP00163P001486,16,0,0,30,True,1,NA,False
EP00290P012969,3,0,0,30,True,1,NA,False
EP00968P010132,17,34,0,18,False,1,NA,True
EP00826P036058,5,0,0,18,True,1,NA,False
EP01137P031691,7,0,0,30,False,1,NA,False
EP00292P015880,6,0,0,14,False,1,NA,False
EP00891P004762,6,17,0,25,False,1,NA,True
EP00160P018290,3,0,0,30,True,1,NA,False
EP01027P009010,4,1,0,15,False,1,NA,True
XP_638385.1,3,15,0,10,False,1,NA,True
EP00899P015865,64,3,0,16,False,1,NA,True
EP00516P004347,7,0,2,13,False,1,NA,False
EP01012P026810,2,0,2,21,False,1,NA,False
EP01062P053327,3,63,4,15,False,1,NA,True
EP00753P015988,5,0,0,15,True,1,NA,False
EP01029P013482,7,0,0,12,True,1,NA,False
EP00074P002397,5,0,0,24,True,1,NA,False
EP01047P075938,19,0,0,15,True,1,NA,False
EP00198P007527,7,51,0,30,False,1,NA,True
EP01103P003653,47,0,0,10,False,1,NA,False
EP00878P000700,14,0,0,29,False,1,NA,False
EP00178P010797,11,0,0,30,False,1,NA,False
EP00047P001181,5,0,0,13,True,1,NA,False
EP00540P001576,30,0,0,17,True,1,NA,False
EP01127P002455,5,65,0,18,False,1,NA,True
EP00095P006006,19,8,0,10,False,1,NA,True
EP01114P018930,6,0,0,30,True,1,NA,False
EP01043P028501,17,9,0,30,False,1,NA,True
EP00110P017138,26,0,0,10,False,1,NA,False
EP00173P004605,67,0,0,30,True,1,NA,False
EP00669P005175,37,0,0,17,False,1,NA,False
EP00843P019571,3,0,0,30,True,1,NA,False
EP00746P148554,19,0,0,13,True,1,NA,False
EP00550P006410,13,0,0,10,True,1,NA,False
EP00297P011075,4,65,0,19,False,1,NA,True
EP00671P016369,4,4,0,14,True,1,NA,True
EP00876P008888,34,11,0,30,False,1,NA,True
EP00736P000974,5,0,0,30,True,1,NA,False
EP00920P005473,16,0,0,18,True,1,NA,False
EP00261P002007,29,0,0,30,True,1,NA,False
EP00898P003205,2,33,0,23,False,1,NA,True
EP00290P022929,7,6,40,30,False,1,NA,True
XP_012896513.1,6,0,0,23,True,1,NA,False
EP00236P006165,5,0,0,22,True,1,NA,False
EP00465P009731,4,26,0,12,False,1,NA,True
EP01084P277661,45,0,0,26,False,1,NA,False
EP00462P017230,6,2,0,30,True,1,NA,True
EP01104P005436,5,0,0,11,False,1,NA,False
EP00889P002868,1,17,0,27,True,1,NA,True
EP00126P012459,7,0,0,12,True,1,NA,False
EP00264P040670,1,69,0,11,True,1,NA,True
EP00300P039655,11,57,2,30,False,1,NA,True
EP00702P007154,20,0,0,30,True,1,NA,False
EP00669P005387,1,0,15,25,True,1,NA,False
EP00878P035004,3,0,0,17,True,1,NA,False
EP00891P007354,13,0,0,11,True,1,NA,False
EP00515P010601,3,0,0,10,True,1,NA,False
EP01120P016810,14,0,0,30,False,1,NA,False
EP01087P000801,12,0,0,16,True,1,NA,False
EP00408P024521,3,0,0,12,True,1,NA,False
EP00282P046690,10,0,0,19,True,1,NA,False
EP00826P000721,3,67,0,30,False,1,NA,True
XP_002776229.1,1,3,0,26,True,1,NA,True
EP01039P018365,9,0,0,29,True,1,NA,False
EP00164P023896,15,0,0,25,False,1,NA,False
EP00296P002679,45,0,0,12,False,1,NA,False
EP00519P012396,5,3,0,28,False,1,NA,True
EP00963P012797,23,0,0,30,True,1,NA,False
EP01084P069879,2,15,0,17,False,1,NA,True
EP01013P012643,17,4,0,12,False,1,NA,True
EP00874P002597,15,0,0,27,True,1,NA,False
EP01089P021217,29,0,0,30,True,1,NA,False
EP00263P035922,10,0,0,16,True,1,NA,False
EP01096P002499,4,59,7,14,False,1,NA,True
EP00351P005682,19,0,0,29,False,1,NA,False
XP_005787948.1,32,0,0,30,True,1,NA,False
EP00601P030067,6,61,3,26,False,1,NA,True
EP00103P021873,8,0,0,28,False,1,NA,False
EP00532P000178,14,56,0,30,False,1,NA,True
EP00897P004508,7,0,29,30,False,1,NA,False
EP00828P033332,12,0,0,13,False,1,NA,False
EP01012P014045,14,11,0,20,False,1,NA,True
EP00455P003898,8,0,0,12,True,1,NA,False
EP01084P057976,8,60,2,28,False,1,NA,True
EP01083P266937,8,0,0,29,True,1,NA,False
EP01035P068869,13,0,0,30,False,1,NA,False
EP01009P003956,12,0,0,10,False,1,NA,False
EP00292P003115,15,0,0,30,True,1,NA,False
EP01052P024540,8,20,0,30,False,1,NA,True
EP00768P008234,1,3,0,14,True,1,NA,True
EP00794P003393,3,0,17,30,False,1,NA,False
EP00493P015268,15,0,0,13,False,1,NA,False
EP00742P024775,45,0,0,30,False,1,NA,False
EP01061P033589,12,0,0,30,True,1,NA,False
EP00670P001086,5,65,0,18,False,1,NA,True
EP00151P012562,34,0,0,18,False,1,NA,False
EP00070P035503,1,68,0,26,True,1,NA,True
EP00315P023959,15,50,3,24,False,1,NA,True
EP00878P040319,12,0,0,18,True,1,NA,False
EP00252P026358,7,2,0,12,True,1,NA,True
EP00406P009799,23,5,0,17,False,1,NA,True
EP00389P004466,3,0,0,30,True,1,NA,False
EP00439P079044,3,0,0,30,False,1,NA,False
EP00747P071080,1,8,0,24,True,1,NA,True
EP00746P052158,5,0,0,13,False,1,NA,False
EP00279P011167,5,0,0,25,True,1,NA,False
EP00751P020607,58,0,0,13,False,1,NA,False
EP01114P018949,3,0,0,30,True,1,NA,False
EP00824P008804,1,5,0,30,True,1,NA,True
EP00755P006351,57,0,0,30,True,1,NA,False
EP00191P006466,18,0,0,30,True,1,NA,False
EP00073P004749,59,0,0,28,True,1,NA,False
EP00999P003142,6,0,0,21,True,1,NA,False
EP00550P000633,14,10,0,26,False,1,NA,True
EP00826P063834,13,0,0,27,True,1,NA,False
EP01095P005740,6,62,2,30,False,1,NA,True
EP01137P009957,7,0,0,18,False,1,NA,False
EP00586P015478,11,0,0,29,True,1,NA,False
KAA6364760.1,57,0,0,24,False,1,NA,False
EP00878P042623,4,66,0,13,False,1,NA,True
EP00591P010515,7,0,0,21,True,1,NA,False
EP00255P018019,2,68,0,30,False,1,NA,True
EP00300P041428,2,15,0,20,False,1,NA,True
EP00560P000823,5,0,0,28,True,1,NA,False
EP00103P001642,27,0,0,30,False,1,NA,False
EP01065P047287,32,0,0,13,False,1,NA,False
EP00071P029144,1,5,0,17,True,1,NA,True
EP00440P051940,61,0,0,14,False,1,NA,False
EP01117P015285,7,2,0,11,False,1,NA,True
EP00563P020377,8,0,0,25,False,1,NA,False
EP00080P006117,3,0,0,28,True,1,NA,False
EP00418P097947,4,0,31,30,False,1,NA,False
EP00038P015228,10,0,0,10,False,1,NA,False
EP00759P009332,9,0,0,30,False,1,NA,False
EP00940P001582,14,0,0,18,True,1,NA,False
EP01084P262781,40,0,0,11,False,1,NA,False
EP01042P026140,16,0,0,15,True,1,NA,False
EP00979P015520,12,0,0,22,False,1,NA,False
EP00630P011492,10,0,0,29,True,1,NA,False
EP00754P042981,9,38,0,30,False,1,NA,True
XP_026458619.1,26,0,0,17,True,1,NA,False
EP00201P023017,9,0,0,14,False,1,NA,False
EP00295P022350,6,0,0,30,False,1,NA,False
EP00523P008906,5,0,0,10,False,1,NA,False
EP01026P055659,9,0,0,24,True,1,NA,False
EP00245P015276,44,0,0,30,True,1,NA,False
EP00105P045999,7,0,0,28,True,1,NA,False
XP_002768758.1,16,0,0,30,False,1,NA,False
EP00301P027518,28,6,0,10,False,1,NA,True
EP00472P010670,5,0,0,30,True,1,NA,False
EP00074P063363,8,0,0,11,True,1,NA,False
EP00764P005310,9,15,1,14,False,1,NA,True
EP00047P000983,41,0,0,30,False,1,NA,False
EP00404P011073,5,0,0,30,True,1,NA,False
EP00348P008454,11,16,0,23,False,1,NA,True
EP00548P000976,21,0,0,16,False,1,NA,False
EP00811P023451,5,0,0,27,False,1,NA,False
EP00441P000783,3,0,0,13,True,1,NA,False
EP00357P035960,5,0,0,10,True,1,NA,False
EP01031P006959,31,0,0,12,True,1,NA,False
EP00747P207316,9,0,0,11,True,1,NA,False
EP00050P015386,13,0,0,30,False,1,NA,False
EP01107P008920,35,0,0,18,False,1,NA,False
EP00703P000507,9,0,35,30,False,1,NA,False
EP00942P004390,3,0,0,30,True,1,NA,False
EP00511P009168,43,0,0,30,False,1,NA,False
EP01084P035147,5,0,0,15,False,1,NA,False
EP00090P015357,19,0,0,11,False,1,NA,False
EP00178P024850,3,0,0,13,True,1,NA,False
EP00050P021509,29,0,13,28,False,1,NA,False
EP00204P000830,35,0,0,8,False,1,NA,False
EP00802P030341,19,0,0,30,True,1,NA,False
EP00658P045864,10,1,0,22,True,1,NA,True
EP00913P035334,8,3,0,12,False,1,NA,True
EP00047P020640,5,0,0,27,False,1,NA,False
EP00126P001118,9,0,0,15,True,1,NA,False
EP00593P011545,12,0,0,24,False,1,NA,False
EP00478P005636,5,0,0,23,False,1,NA,False
EP00103P010066,35,0,0,30,False,1,NA,False
EP00744P021524,36,0,0,14,False,1,NA,False
EP00740P005615,12,19,0,22,False,1,NA,True
EP01125P005289,15,0,0,30,True,1,NA,False
EP01119P022149,4,20,0,29,True,1,NA,True
EP01063P009845,8,34,0,11,False,1,NA,True
EP00890P006723,1,8,0,30,True,1,NA,True
EP00003P023557,5,0,0,10,False,1,NA,False
EP00750P008976,70,0,0,27,False,1,NA,False
EP00919P017694,24,1,0,13,False,1,NA,True
EP00735P005448,11,0,0,14,True,1,NA,False
EP00411P077336,4,5,0,12,False,1,NA,True
XP_020050193.1,43,0,0,30,True,1,NA,False
EP01031P023095,12,6,0,26,False,1,NA,True
EP01032P031140,3,0,0,15,True,1,NA,False
EP00036P005679,5,0,0,10,False,1,NA,False
EP00147P011403,9,1,0,22,False,1,NA,True
EP00026P012391,8,0,0,9,True,1,NA,False
EP00547P012371,19,0,0,25,True,1,NA,False
EP00758P014330,10,4,0,16,False,1,NA,True
EP00133P011183,3,0,0,23,True,1,NA,False
EP00048P000581,43,0,0,10,False,1,NA,False
EP01092P014313,8,0,0,25,False,1,NA,False
EP00889P000824,49,0,0,30,True,1,NA,False
EP01130P014102,1,26,0,30,True,1,NA,True
EP00455P015642,15,0,0,12,True,1,NA,False
EP00440P013990,31,0,0,30,False,1,NA,False
EP00826P004096,43,0,0,22,True,1,NA,False
EP01096P004106,5,0,0,10,True,1,NA,False
EP00155P004100,3,0,0,12,True,1,NA,False
EP00596P004260,5,0,0,26,False,1,NA,False
EP00587P008579,4,7,0,30,False,1,NA,True
EP00658P056304,20,0,0,19,False,1,NA,False
EP00567P014113,3,0,0,24,True,1,NA,False
EP01083P242894,20,0,0,13,False,1,NA,False
EP00478P004236,5,0,0,18,True,1,NA,False
EP01061P015906,9,5,0,19,False,1,NA,True
EP01088P019730,15,2,0,19,False,1,NA,True
EP00029P012918,36,0,0,30,False,1,NA,False
EP00030P004366,13,2,0,25,True,1,NA,True
EP00092P096849,6,7,1,17,False,1,NA,True
EP00940P000978,6,58,6,27,False,1,NA,True
EP01032P039226,37,0,0,30,False,1,NA,False
EP00254P003800,15,0,0,11,False,1,NA,False
EP00420P024441,13,49,0,30,False,1,NA,True
EP00879P009793,3,0,0,30,True,1,NA,False
EP01033P019762,29,0,0,17,True,1,NA,False
EP00929P038410,5,0,0,30,False,1,NA,False
EP00295P023422,50,0,0,29,False,1,NA,False
EP00480P031703,8,56,6,10,False,1,NA,True
EP00411P072367,1,3,0,30,True,1,NA,True
EP00153P002135,3,0,0,16,True,1,NA,False
EP00862P007910,7,60,3,30,False,1,NA,True
EP00345P002311,26,0,0,30,False,1,NA,False
EP01018P024736,8,0,0,10,True,1,NA,False
EP00628P002218,5,64,1,30,False,1,NA,True
XP_019849402.1,4,3,0,30,False,1,NA,True
EP00173P001965,6,0,0,18,True,1,NA,False
EP00834P001596,3,0,0,26,True,1,NA,False
EP01052P055637,14,0,0,20,True,1,NA,False
EP00554P006685,4,3,0,12,False,1,NA,True
EP00121P000430,7,0,0,15,False,1,NA,False
EP01037P034980,8,2,0,11,False,1,NA,True
EP00746P043597,5,10,0,30,False,1,NA,True
EP01106P018863,8,0,0,10,False,1,NA,False
EP00036P021064,7,0,0,30,True,1,NA,False
EP01133P006501,12,0,0,12,False,1,NA,False
EP00644P015039,2,68,0,13,False,1,NA,True
EP00934P007635,11,0,11,29,False,1,NA,False
EP00729P021673,1,11,0,23,True,1,NA,True
EP00288P017733,17,0,0,14,True,1,NA,False
EP00767P005300,2,17,0,30,False,1,NA,True
EP00823P003499,5,0,0,28,False,1,NA,False
EP00457P019081,26,0,0,13,False,1,NA,False
EP00282P038696,40,0,0,30,True,1,NA,False
EP00793P001335,1,9,0,24,True,1,NA,True
EP01036P017558,12,0,0,30,False,1,NA,False
XP_012434841.1,6,2,0,30,True,1,NA,True
EP00177P005651,8,51,10,30,False,1,NA,True
EP00411P090286,3,0,0,24,True,1,NA,False
EP00441P037603,7,1,0,30,False,1,NA,True
EP00068P002463,4,35,0,13,False,1,NA,True
EP00967P028829,3,12,0,21,False,1,NA,True
EP00276P016569,3,0,0,30,True,1,NA,False
EP00992P010387,21,0,0,22,False,1,NA,False
EP00028P008954,11,0,0,15,False,1,NA,False
EP00729P004906,17,0,0,30,True,1,NA,False
EP01029P014148,7,0,0,10,False,1,NA,False
EP01101P008192,3,0,0,21,True,1,NA,False
EP00746P044996,25,0,0,30,True,1,NA,False
EP01006P011651,21,0,0,14,False,1,NA,False
EP00074P022625,17,0,0,13,False,1,NA,False
EP01112P002994,2,35,0,13,False,1,NA,True
EP00211P000396,1,32,2,17,True,1,NA,True
EP00628P032399,66,0,0,10,False,1,NA,False
EP00613P049710,15,0,0,17,False,1,NA,False
EP00038P013925,10,14,0,19,False,1,NA,True
EP00752P018063,8,56,6,30,False,1,NA,True
EP00048P024871,3,30,0,22,False,1,NA,True
EP00404P032518,34,13,0,27,True,1,NA,True
EP00403P015765,45,0,0,19,True,1,NA,False
EP00903P003410,8,34,0,30,False,1,NA,True
EP00670P018391,9,0,0,18,True,1,NA,False
EP00420P036268,5,0,12,30,False,1,NA,False
EP01030P030399,6,0,0,13,False,1,NA,False
EP00307P005403,10,4,0,17,False,1,NA,True
EP00941P001273,3,0,0,13,True,1,NA,False
EP00518P002042,43,0,0,29,True,1,NA,False
EP00966P078707,8,0,0,11,True,1,NA,False
EP01065P026781,2,68,0,30,False,1,NA,True
EP01047P031819,5,65,0,16,False,1,NA,True
EP00736P013006,5,0,0,9,False,1,NA,False
EP00406P069590,3,0,0,28,True,1,NA,False
EP01103P004969,8,0,0,30,True,1,NA,False
EP00323P003658,2,15,0,30,False,1,NA,True
EP00615P013179,13,0,0,21,True,1,NA,False
EP00893P004028,3,0,0,23,True,1,NA,False
EP00959P472782,17,0,0,13,False,1,NA,False
EP00275P001847,45,0,0,30,True,1,NA,False
EP00479P009777,3,0,0,11,True,1,NA,False
EP00029P008169,31,0,13,29,False,1,NA,False
EP00480P026239,5,0,0,28,True,1,NA,False
EP00926P007244,41,0,0,20,False,1,NA,False
EP01013P032447,6,0,0,28,False,1,NA,False
EP00326P001359,3,0,0,21,True,1,NA,False
EP00511P013117,5,0,0,17,True,1,NA,False
EP00485P020529,45,0,0,11,False,1,NA,False
EP00705P035375,6,53,11,30,False,1,NA,True
GBG73744.1,6,0,16,26,False,1,NA,False
EP00413P018136,16,0,0,17,True,1,NA,False
EP00137P002048,19,0,0,15,True,1,NA,False
EP00456P011655,6,0,0,30,True,1,NA,False
EP00206P004093,7,0,2,24,False,1,NA,False
EP00279P015481,5,0,0,20,True,1,NA,False
EP00339P014295,3,9,0,19,False,1,NA,True
EP00642P008920,5,0,0,12,True,1,NA,False
EP00418P064911,46,0,0,18,False,1,NA,False
EP01096P014752,4,60,6,28,False,1,NA,True
EP00736P012902,4,9,0,30,False,1,NA,True
EP00537P005873,12,0,0,19,False,1,NA,False
EP00833P010356,5,0,0,21,True,1,NA,False
EP01034P031732,28,0,0,10,False,1,NA,False
EP01035P000331,7,0,0,28,True,1,NA,False
EP00733P002304,5,0,0,27,True,1,NA,False
KAA6408348.1,20,0,0,11,False,1,NA,False
EP00835P000880,13,0,0,16,False,1,NA,False
EP00633P006843,25,1,0,16,False,1,NA,True
EP00295P006551,4,62,4,28,False,1,NA,True
EP00996P000961,8,62,0,29,False,1,NA,True
EP00017P000181,32,0,0,30,False,1,NA,False
EP00744P015055,16,0,0,10,False,1,NA,False
EP01102P006273,5,0,0,29,True,1,NA,False
EP01129P011613,5,0,0,14,True,1,NA,False
EP00162P008250,5,0,0,30,True,1,NA,False
EP00951P022486,9,61,0,30,False,1,NA,True
EP00931P003908,6,3,0,26,True,1,NA,True
EP01031P009939,5,0,0,12,False,1,NA,False
EP00764P006044,2,6,0,29,False,1,NA,True
EP00197P002750,28,14,0,21,False,1,NA,True
EP01088P013980,5,0,0,19,False,1,NA,False
EP01118P002393,9,0,0,19,True,1,NA,False
EP00940P003081,12,0,0,23,True,1,NA,False
EP00389P007032,9,55,0,30,False,1,NA,True
EP00741P018164,5,17,2,30,False,1,NA,True
XP_018189895.1,10,1,0,17,True,1,NA,True
EP00730P007993,5,0,0,19,False,1,NA,False
EP00163P027828,31,12,0,20,True,1,NA,True
EP01083P191644,15,16,0,23,False,1,NA,True
EP00035P031394,16,27,0,17,False,1,NA,True
EP00439P065537,5,0,0,13,True,1,NA,False
EP00271P011689,6,0,0,20,False,1,NA,False
NP_585783.1,3,0,0,20,True,1,NA,False
EP00512P014330,10,7,13,30,False,1,NA,True
EP00411P023604,4,0,0,16,True,1,NA,False
EP00611P022605,29,0,0,16,True,1,NA,False
EP00659P021983,4,1,0,13,False,1,NA,True
EP01090P008949,8,2,0,30,False,1,NA,True
EP00500P001085,23,0,0,17,True,1,NA,False
XP_003556315.1,3,0,0,30,True,1,NA,False
EP00441P013123,1,10,0,19,True,1,NA,True
EP01008P000584,6,0,0,16,False,1,NA,False
EP01034P042415,6,0,0,14,True,1,NA,False
EP00873P025731,2,34,0,25,False,1,NA,True
EP01136P042341,6,0,0,30,False,1,NA,False
EP00116P015624,45,0,0,30,False,1,NA,False
OAD03777.1,1,0,9,19,True,1,NA,False
EP01034P029390,20,38,3,11,False,1,NA,True
EP01036P030060,35,0,0,14,False,1,NA,False
EP00520P020095,9,0,0,30,True,1,NA,False
EP00751P030350,14,0,0,13,False,1,NA,False
EP01121P020410,31,0,0,28,False,1,NA,False
EP00264P083606,3,11,0,13,False,1,NA,True
EP00861P008108,23,0,0,11,True,1,NA,False
EP01052P032141,10,0,0,28,True,1,NA,False
EP00820P028227,16,2,0,21,False,1,NA,True
EP01069P002520,24,1,0,30,False,1,NA,True
EP00429P034132,3,0,0,17,True,1,NA,False
EP01035P016240,6,0,0,26,False,1,NA,False
EP00745P020357,6,0,0,29,False,1,NA,False
EP00294P017276,3,0,0,30,True,1,NA,False
EP00574P009438,5,0,0,29,True,1,NA,False
XP_009858060.1,8,4,33,30,False,1,NA,True
EP00189P007292,11,0,0,14,True,1,NA,False
EP00411P124385,25,0,0,23,False,1,NA,False
EP00281P006480,3,0,0,30,True,1,NA,False
EP00900P001533,4,64,2,19,False,1,NA,True
EP00428P078599,19,0,0,12,True,1,NA,False
EP01084P111187,5,0,0,14,True,1,NA,False
EP00074P087231,9,0,0,23,True,1,NA,False
EP01096P009788,5,0,0,11,True,1,NA,False
EP01123P009309,7,2,0,17,False,1,NA,True
EP00250P013006,7,0,0,30,True,1,NA,False
EP00493P001396,3,0,0,30,False,1,NA,False
EP00406P084296,3,0,0,17,True,1,NA,False
EP00038P021049,3,0,0,18,True,1,NA,False
EP00512P002482,53,0,0,30,False,1,NA,False
EP00038P031771,15,7,1,27,False,1,NA,True
EP00164P032982,23,0,0,29,False,1,NA,False
EP01012P039298,8,0,0,30,False,1,NA,False
EP00652P018350,5,0,0,11,True,1,NA,False
EP01068P017367,10,8,0,30,False,1,NA,True
EP00799P000559,1,7,0,30,True,1,NA,True
EP01030P026518,13,0,0,28,False,1,NA,False
EP01023P024453,10,0,0,11,False,1,NA,False
EP00079P033640,7,0,0,16,True,1,NA,False
EP00403P029556,6,52,0,30,False,1,NA,True
EP00241P012336,25,1,0,20,False,1,NA,True
EP00445P076199,3,42,0,20,True,1,NA,True
EP00742P007180,4,16,0,30,False,1,NA,True
EP01037P004985,9,33,0,16,False,1,NA,True
EP00048P013937,30,0,0,25,False,1,NA,False
EP00730P014107,8,0,0,20,True,1,NA,False
EP00873P032161,14,0,0,27,True,1,NA,False
EP00013P029229,6,29,0,11,False,1,NA,True
EP01033P004978,16,0,0,30,True,1,NA,False
EP01084P083915,7,0,0,14,False,1,NA,False
EP00563P008859,9,0,0,11,True,1,NA,False
EP00331P022099,5,0,0,19,True,1,NA,False
EP01084P119518,18,0,0,3,False,1,NA,False
EP00929P109468,13,49,0,14,False,1,NA,True
EP00416P048212,4,5,0,19,True,1,NA,True
EP00704P005017,7,0,0,16,True,1,NA,False
EP00798P009510,3,0,27,30,False,1,NA,False
EP00903P000321,16,0,0,29,False,1,NA,False
EP01083P279744,46,8,0,30,False,1,NA,True
EP00919P053690,9,0,0,30,True,1,NA,False
EP00928P082014,8,62,0,23,False,1,NA,True
EP01080P012621,7,1,0,30,False,1,NA,True
EP00541P009639,11,0,0,18,True,1,NA,False
EP01103P019650,34,14,0,10,False,1,NA,True
EP00960P015373,9,0,35,30,False,1,NA,False
EP00049P000742,10,20,0,12,False,1,NA,True
EP00919P068621,8,2,0,30,False,1,NA,True
EP00179P012812,1,14,0,10,True,1,NA,True
EP00277P036167,11,50,9,30,False,1,NA,True
EP00873P031713,53,0,0,19,True,1,NA,False
EP00463P000222,7,0,0,11,True,1,NA,False
EP00441P004894,9,34,14,30,False,1,NA,True
EP01037P007172,19,40,11,13,False,1,NA,True
EP00008P013754,6,0,0,26,True,1,NA,False
EP01155P028008,56,0,0,10,False,1,NA,False
EP00815P013705,17,18,0,24,False,1,NA,True
EP00215P006223,13,49,0,11,False,1,NA,True
EP00041P034396,20,36,0,14,False,1,NA,True
EP00276P023805,9,1,0,10,True,1,NA,True
EP00052P010514,13,48,0,30,False,1,NA,True
EP00250P015198,5,30,0,21,False,1,NA,True
EP01039P017658,10,0,0,15,True,1,NA,False
EP00759P000584,3,0,0,29,True,1,NA,False
EP00888P001119,9,34,14,13,False,1,NA,True
EP01132P003899,3,63,4,27,False,1,NA,True
EP00104P000999,1,35,0,30,True,1,NA,True
EP00268P032658,3,0,0,14,True,1,NA,False
EP00465P006221,4,22,0,16,True,1,NA,True
EP00388P025228,8,0,0,10,True,1,NA,False
EP00299P016143,8,58,4,17,False,1,NA,True
EP01083P225491,45,0,0,30,False,1,NA,False
EP00828P004592,10,0,0,13,False,1,NA,False
EP00330P000426,3,0,0,28,True,1,NA,False
EP00389P003505,4,0,1,30,True,1,NA,False
EP00279P006960,26,0,0,30,False,1,NA,False
EP00003P020393,10,0,0,14,False,1,NA,False
EP00562P010292,50,0,0,24,False,1,NA,False
